date,actual_normalized,lstm_pred_normalized,kf_pred_normalized,kf_corrected_normalized,actual_value,lstm_pred_value,kf_pred_value,kf_corrected_value,lstm_error,kf_pred_error,kf_corrected_error,kf_error,kf_gain,kf_error_cov
2025-11-25,1.0023515264942833,1.0556589365005493,1.0381595247867472,1.0100097902111402,48659.51953125,50452.16360400431,49863.68600432826,48917.05485435047,1792.6440727543086,1204.1664730782577,257.5353231004701,257.5353231004701,0.7987830584152446,6.579653401949935e-05
2025-11-26,1.029101243878992,1.0511510372161865,1.023638416960796,1.0281972517165783,49559.0703125,50300.570065099746,49375.3640642648,49528.670482690664,741.499752599746,183.70624823519756,30.399829809335642,30.399829809335642,0.7528691639270353,5.677345674535936e-05
2025-11-27,1.0471821176190712,1.0479074716567993,1.0272743367497745,1.0436417389172017,50167.1015625,50191.49407408945,49497.63430883223,50048.04421391626,24.392511589452624,669.4672536677681,119.05734858373762,119.05734858373762,0.7851796755392402,5.8130527717128094e-05
2025-11-28,1.049763523135889,1.046385645866394,1.0286073140349485,1.0463458984727614,50253.91015625,50140.31747438945,49542.46023132786,50138.98083226794,113.59268186055124,711.4499249221408,114.92932398206176,114.92932398206176,0.8660453208128113,9.72283199114489e-05
2025-12-01,1.0214949082783862,1.0459654331207275,1.0283429192760132,1.022814145131524,49303.28125,50126.18638290092,49533.56905283284,49347.64510345037,822.9051329009235,230.2878028328414,44.36385345036979,44.36385345036979,0.7326021647548788,5.626982813173538e-05
2025-12-02,1.0214999031232417,1.044875144958496,1.030954566882398,1.0196429079534617,49303.44921875,50089.521712616086,49621.394640329185,49241.001401760805,786.072493866086,317.94542157918477,62.44781698919542,62.44781698919542,0.8140183055131942,8.20416559920592e-05
2025-12-03,1.0381890736955672,1.0435717105865479,1.0244317545572443,1.0361175413405728,49864.6796875,50045.689271669835,49402.04275564747,49795.01732353854,181.00958416983485,462.63693185253214,69.66236396146269,69.66236396146269,0.8234155263346136,3.953329146291336e-05
2025-12-04,1.0727949850828378,1.0428849458694458,1.0277117829360445,1.0641599483752713,51028.421875,50022.59445803426,49512.34493373173,50738.03921769185,1005.8274169657379,1516.0769412682712,290.3826573081533,290.3826573081533,0.7948267978940241,5.520905236057971e-05
2025-12-05,1.0568397082267185,1.0442633628845215,1.0389627422661687,1.0545696917999507,50491.87109375,50068.948446936905,49890.69694058361,50415.53402368747,422.9226468130946,601.1741531663865,76.33707006253098,76.33707006253098,0.7936820867288884,4.892286962329137e-05
2025-12-08,1.0595181066610786,1.0459657907485962,1.046569516997615,1.056739453908587,50581.94140625,50126.198409361765,50146.500770360784,50488.49969924508,455.7429968882352,435.4406358892156,93.44170700491668,93.44170700491668,0.7887203368694287,6.535131835235982e-05
2025-12-09,1.0616936519935936,1.0480201244354248,1.0494316769161205,1.0594115048163326,50655.1015625,50195.28240925446,50242.750691574,50578.35655444223,459.8191532455385,412.3508709259986,76.74500805776916,76.74500805776916,0.8409187506090225,6.724446639624424e-05
2025-12-10,1.0601383966966187,1.0502387285232544,1.053153820191689,1.0581115971816963,50602.80078125,50269.890563493595,50367.92049592401,50534.64271210614,332.9102177564055,234.88028532599128,68.15806914385757,68.15806914385757,0.7844653165279872,3.7608284624174865e-05
2025-12-11,1.0466384926441037,1.0523476600646973,1.0512173306689518,1.0473206561271935,50148.8203125,50340.81060307473,50302.79940929689,50171.760393897064,191.99029057472944,153.97909679688746,22.940081397064205,22.940081397064205,0.7184956749753011,5.9787082225244085e-05
2025-12-12,1.0670893621885134,1.0537155866622925,1.0570797646364793,1.0656631050716612,50836.55078125,50386.811815792695,50499.943811971236,50788.58800522227,449.7389654573053,336.60696927876415,47.96277602772898,47.96277602772898,0.8273966825597934,6.682681059297387e-05
2025-12-15,1.0472120866882042,1.0555388927459717,1.0589362340515802,1.0517415941263948,50168.109375,50448.12672198191,50562.37394866028,50320.42956201742,280.01734698191285,394.264573660279,152.32018701742345,152.32018701742345,0.7596453516637803,5.4591469359481646e-05
2025-12-16,1.0238740806581486,1.056574821472168,1.0579793330935472,1.030346739935078,49383.2890625,50482.96337021887,50530.19487955095,49600.954379317714,1099.674307718873,1146.9058170509525,217.66531681771448,217.66531681771448,0.808716527320294,6.12776301541559e-05
2025-12-17,1.027709889188786,1.0559911727905273,1.048179868745358,1.0307190018389707,49512.28124999999,50463.336186125875,50200.65435830103,49613.47295966981,951.0549361258818,688.3731083010352,101.19170966981619,101.19170966981619,0.761797791143949,8.614014812679836e-05
2025-12-18,1.0125209144608425,1.0547889471054077,1.0435259394401033,1.0183067609806016,49001.5,50422.90723359771,50044.1500602475,49196.06888767046,1421.4072335977107,1042.650060247499,194.56888767045893,194.56888767045893,0.7727840782930143,4.66724345089329e-05
2025-12-19,1.0275591145696603,1.052524447441101,1.038002142800004,1.0297454756649587,49507.2109375,50346.75568355061,49858.393496482524,49580.734810783775,839.5447460506111,351.1825589825239,73.52387328377517,73.52387328377517,0.7891584101407432,4.958337014473347e-05
2025-12-22,1.054178849828944,1.050400972366333,1.040224840642694,1.0517846484466016,50402.390625,50275.34656789526,49933.13931723716,50321.877410860885,127.04405710473657,469.25130776283913,80.51321413911501,80.51321413911501,0.8360319627596913,7.785037478746897e-05
2025-12-23,1.0544905049160889,1.0497299432754517,1.0415599777302842,1.0520842335176803,50412.87109375,50252.78091853671,49978.0378704796,50331.95198401857,160.09017521329224,434.83322327039787,80.9191097314324,80.9191097314324,0.8092320232581703,6.887017565726773e-05
2025-12-24,1.0524455225049123,1.0498523712158203,1.0403133752526186,1.0486077498325108,50344.1015625,50256.89797696471,49936.11659645024,50215.043324012135,87.20358553528786,407.9849660497566,129.0582384878653,129.0582384878653,0.769091677513137,5.594922794924395e-05
2025-12-25,1.0543393818194151,1.0503981113433838,1.0425398505312269,1.0511683450957443,50407.7890625,50275.25035620853,50010.98944641354,50301.152101775275,132.53870629146695,396.7996160864568,106.63696072472521,106.63696072472521,0.804704543433268,4.156351669453979e-05
2025-12-26,1.0645272390960214,1.0512760877609253,1.0437010876303845,1.0588748854765366,50750.390625,50304.77531757392,50050.04001748091,50560.31089289729,445.6153074260801,700.350607519089,190.07973210271302,190.07973210271302,0.7610247414846283,4.5855322521936994e-05
2025-12-29,1.057882004572955,1.0528087615966797,1.0470124488769017,1.056869183822719,50526.92187500001,50356.31671991944,50161.395870459324,50492.86231152732,170.60515508056415,365.52600454068306,34.05956347268511,34.05956347268511,0.8330214745122625,6.485025831107619e-05
2025-12-30,1.0523081061917956,1.054375410079956,1.057043297037505,1.0543489013371607,50339.48046875,50409.00063604489,50498.717464168156,50408.10918885879,69.52016729488969,159.23699541815586,68.62872010879073,68.62872010879073,0.739730072101743,3.691217621490992e-05
2026-01-05,1.096714600140599,1.0556269884109497,1.0542971971394297,1.085997233311776,51832.80078125,50451.08924016915,50406.370458284786,51472.392648141205,1381.7115410808474,1426.4303229652141,360.4081331087946,360.4081331087946,0.744817878320517,6.127377155968388e-05
2026-01-06,1.1170925217182823,1.0588514804840088,1.060205302445372,1.1043080533953156,52518.078125,50559.52381993458,50605.050715994934,52088.1566307877,1958.5543050654233,1913.0274090050661,429.9214942122999,429.9214942122999,0.7942102111328667,5.8846455242611985e-05
2026-01-07,1.1005559843120054,1.063904047012329,1.0721826543288668,1.0929755784413557,51961.98046875,50729.433658700436,51007.83015807843,51707.063382148066,1232.5468100495636,954.1503106715681,254.917086601934,254.917086601934,0.800806377269722,9.991488213628509e-05
2026-01-08,1.0754367933746518,1.0689446926116943,1.0794862598287425,1.0766670328171644,51117.26171875,50898.94261543825,51253.43888503682,51158.632729730074,218.3191033117473,136.17716628681956,41.37101098007406,41.37101098007406,0.7604994549993012,7.031787854275901e-05
2026-01-09,1.0998991041339194,1.072740077972412,1.0834392514178497,1.0953254188541508,51939.890625,51026.57543552667,51386.37175386364,51786.084806888466,913.315189473331,553.5188711363589,153.80581811153388,153.80581811153388,0.7942664468396389,5.9749696356159374e-05
